"tct_id","tct_link","topic_name","rel_count","occur_count","title_count"
11357,"http://nyu.infoloom.nyc/basket/11357","Jenna (class member) -- migration network and culture parallel social worlds",51,1,1
11997,"http://nyu.infoloom.nyc/basket/11997","Yusuf (class member) -- family's learning conception",51,2,1
21305,"http://nyu.infoloom.nyc/basket/21305","Being",51,1,1
23107,"http://nyu.infoloom.nyc/basket/23107","Integrity",51,1,1
29711,"http://nyu.infoloom.nyc/basket/29711","Dickens, Charles -- Little Dorrit",51,8,2
33757,"http://nyu.infoloom.nyc/basket/33757","spirituality",51,1,1
4993,"http://nyu.infoloom.nyc/basket/4993","voice",50,10,2
12620,"http://nyu.infoloom.nyc/basket/12620","Beliefs",50,9,2
13612,"http://nyu.infoloom.nyc/basket/13612","Psychological(ly)",50,0,0
14584,"http://nyu.infoloom.nyc/basket/14584","affirmative action",50,38,12
21805,"http://nyu.infoloom.nyc/basket/21805","Male, the",50,1,1
27519,"http://nyu.infoloom.nyc/basket/27519","Miller, A. I.",50,8,3
35903,"http://nyu.infoloom.nyc/basket/35903","discourse(s)",50,32,2
12856,"http://nyu.infoloom.nyc/basket/12856","Congress",49,11,1
14740,"http://nyu.infoloom.nyc/basket/14740","New York, City University of -- State University of",49,2,1
18149,"http://nyu.infoloom.nyc/basket/18149","tradition",49,3,2
19747,"http://nyu.infoloom.nyc/basket/19747","American revolution",49,10,3
24962,"http://nyu.infoloom.nyc/basket/24962","Memories",49,3,2
26300,"http://nyu.infoloom.nyc/basket/26300","Watkins v. United States Army, 837 F.2d 1428 (9th Cir. 1988), opinion withdrawn on rehearing, 875 F.2d 699 (9th Cir. 1989)",49,1,1
32876,"http://nyu.infoloom.nyc/basket/32876","Lesbian and gay rights movement -- equation of lesbians and gay men in",49,1,1
36042,"http://nyu.infoloom.nyc/basket/36042","Regulation",49,1,1
4039,"http://nyu.infoloom.nyc/basket/4039","Prison Creative Arts Project theater workshops",48,8,1
23913,"http://nyu.infoloom.nyc/basket/23913","Gay rights",48,0,0
25050,"http://nyu.infoloom.nyc/basket/25050","philosophy",48,15,2
28666,"http://nyu.infoloom.nyc/basket/28666","choices",48,1,1
32101,"http://nyu.infoloom.nyc/basket/32101","Vietnam veterans",48,2,1
37750,"http://nyu.infoloom.nyc/basket/37750","Memory/memories",48,0,0
39912,"http://nyu.infoloom.nyc/basket/39912","economy",48,9,1
7187,"http://nyu.infoloom.nyc/basket/7187","Second Life",47,8,3
9386,"http://nyu.infoloom.nyc/basket/9386","University of California, Los Angeles -- Digital Humanities and Media Studies",47,1,1
13238,"http://nyu.infoloom.nyc/basket/13238","Leaders",47,9,2
15462,"http://nyu.infoloom.nyc/basket/15462","guilt",47,44,5
18343,"http://nyu.infoloom.nyc/basket/18343","Church leaders: and anti-Jewish legislation",47,2,1
22233,"http://nyu.infoloom.nyc/basket/22233","Victorians",47,0,0
28700,"http://nyu.infoloom.nyc/basket/28700","Sexual exploitation -- Convention Against Sexual Exploitation",47,3,1
145,"http://nyu.infoloom.nyc/basket/145","pedagogy",46,11,3
710,"http://nyu.infoloom.nyc/basket/710","Louisiana",46,7,1
11999,"http://nyu.infoloom.nyc/basket/11999","Yusuf (class member) -- father's home as support of school",46,1,1
12577,"http://nyu.infoloom.nyc/basket/12577","anxiety",46,24,4
12681,"http://nyu.infoloom.nyc/basket/12681","Character -- integrity",46,18,2
12946,"http://nyu.infoloom.nyc/basket/12946","Domestic",46,0,0
16270,"http://nyu.infoloom.nyc/basket/16270","Rodin, Auguste",46,18,2
23201,"http://nyu.infoloom.nyc/basket/23201","Reasoning",46,10,2
33535,"http://nyu.infoloom.nyc/basket/33535","evaluation",46,3,1
235,"http://nyu.infoloom.nyc/basket/235","China",45,47,10
6105,"http://nyu.infoloom.nyc/basket/6105","things",45,28,1
8701,"http://nyu.infoloom.nyc/basket/8701","Loyola University Chicago -- Center for Textual Studies and Digital Humanities",45,1,1
9072,"http://nyu.infoloom.nyc/basket/9072","Loyola University Chicago -- ""Introduction to Digital Humanities Research""",45,1,1
9399,"http://nyu.infoloom.nyc/basket/9399","University of Kansas, Institute for Digital Research in the Humanities",45,1,1
13193,"http://nyu.infoloom.nyc/basket/13193","interviews",45,3,2
15019,"http://nyu.infoloom.nyc/basket/15019","Graduate students",45,0,0
26083,"http://nyu.infoloom.nyc/basket/26083","United States Constitution",45,25,4
26750,"http://nyu.infoloom.nyc/basket/26750","Asian",45,3,1
28661,"http://nyu.infoloom.nyc/basket/28661","Children Against Sexual Exploitation (1977)",45,1,1
33215,"http://nyu.infoloom.nyc/basket/33215","Interests",45,4,1
67,"http://nyu.infoloom.nyc/basket/67","data",44,0,0
1304,"http://nyu.infoloom.nyc/basket/1304","Korea",44,16,6
2760,"http://nyu.infoloom.nyc/basket/2760","ideas",44,11,1
4160,"http://nyu.infoloom.nyc/basket/4160","Prison Creative Arts Project theater workshops -- Southern Michigan Correctional Facility",44,3,1
6395,"http://nyu.infoloom.nyc/basket/6395","endings",44,7,1
7082,"http://nyu.infoloom.nyc/basket/7082","Hip-Hop Journalism class",44,2,1
11483,"http://nyu.infoloom.nyc/basket/11483","Mark (class member) -- on learning activities' social nature",44,1,1
12938,"http://nyu.infoloom.nyc/basket/12938","Disabilities",44,10,4
14075,"http://nyu.infoloom.nyc/basket/14075","Horney, Karen",44,20,7
16155,"http://nyu.infoloom.nyc/basket/16155","Sexual orientation",44,0,0
21396,"http://nyu.infoloom.nyc/basket/21396","Concern",44,2,1
22787,"http://nyu.infoloom.nyc/basket/22787","rape",44,32,8
28323,"http://nyu.infoloom.nyc/basket/28323","cosmologies",44,0,0
32772,"http://nyu.infoloom.nyc/basket/32772","Military -- lesbians and gay men in",44,20,1
35682,"http://nyu.infoloom.nyc/basket/35682","desire",44,14,3
38006,"http://nyu.infoloom.nyc/basket/38006","Saints",44,0,0
758,"http://nyu.infoloom.nyc/basket/758","Mexican",43,5,1
1363,"http://nyu.infoloom.nyc/basket/1363","modernity",43,15,6
1878,"http://nyu.infoloom.nyc/basket/1878","Environments",43,10,2
15298,"http://nyu.infoloom.nyc/basket/15298","University of Illinois at Urbana–Champaign -- unionization of graduate student employees at",43,2,1
15316,"http://nyu.infoloom.nyc/basket/15316","Yale University anti-union stance of -- faculty response to graduate student unionization at",43,4,1
23556,"http://nyu.infoloom.nyc/basket/23556","Foods",43,0,0
26428,"http://nyu.infoloom.nyc/basket/26428","Self -- defense",43,13,3
26538,"http://nyu.infoloom.nyc/basket/26538","Eliot, George, writings",43,0,0
26877,"http://nyu.infoloom.nyc/basket/26877","Filipinos",43,1,1
32765,"http://nyu.infoloom.nyc/basket/32765","Gay men -- neglect of lesbians by",43,2,1
33132,"http://nyu.infoloom.nyc/basket/33132","Carter, Stephen L.",43,11,6
1252,"http://nyu.infoloom.nyc/basket/1252","ideology",42,54,9
2298,"http://nyu.infoloom.nyc/basket/2298","liberalism",42,40,9
6986,"http://nyu.infoloom.nyc/basket/6986","digital technology",42,0,0
7455,"http://nyu.infoloom.nyc/basket/7455","abortion",42,16,6
